order_id,order_purchase_timestamp,customer_state,product_category_name,price,delivery_time_days,review_score
ORD-00145,2025-12-25 00:54:37.852111,AM,Esportes,1011.56,24,3
ORD-00146,2025-12-19 00:54:37.852111,PR,Esportes,1575.09,14,4
ORD-00147,2026-03-23 00:54:37.852111,BA,Informática,1404.63,19,4
ORD-00148,2026-02-23 00:54:37.852111,RS,Informática,1976.51,13,4
ORD-00149,2026-07-15 00:54:37.852111,SP,Móveis,1045.11,5,4
ORD-00150,2026-07-08 00:54:37.852111,CE,Esportes,882.99,17,4
ORD-00151,2026-07-31 00:54:37.852111,RS,Esportes,609.14,9,4
ORD-00152,2026-03-06 00:54:37.852111,CE,Cama Mesa Banho,979.88,16,3
ORD-00153,2025-09-20 00:54:37.852111,SC,Cama Mesa Banho,1752.1,5,4
ORD-00154,2026-02-07 00:54:37.852111,SP,Eletrônicos,132.76,5,1
ORD-00155,2025-12-13 00:54:37.852111,MG,Eletrônicos,1956.91,4,5
ORD-00156,2026-05-19 00:54:37.852111,RJ,Beleza e Saúde,1986.95,6,5
ORD-00157,2025-11-02 00:54:37.852111,CE,Beleza e Saúde,1215.75,18,3
ORD-00158,2026-06-08 00:54:37.852111,SP,Cama Mesa Banho,696.51,4,4
ORD-00159,2026-02-24 00:54:37.852111,CE,Eletrônicos,484.95,13,3
ORD-00160,2026-06-29 00:54:37.852111,CE,Beleza e Saúde,589.16,18,2
ORD-00161,2026-06-12 00:54:37.852111,PE,Esportes,147.71,21,3
ORD-00162,2026-04-01 00:54:37.852111,PE,Eletrônicos,976.47,12,2
ORD-00163,2025-11-02 00:54:37.852111,SP,Informática,161.78,5,4
ORD-00164,2026-07-16 00:54:37.852111,PE,Eletrônicos,1451.02,19,3
ORD-00165,2026-04-27 00:54:37.852111,AM,Esportes,775.26,14,3
ORD-00166,2026-06-30 00:54:37.852111,MG,Cama Mesa Banho,438.76,3,5
ORD-00167,2025-09-07 00:54:37.852111,BA,Móveis,1112.46,19,1
ORD-00168,2025-10-31 00:54:37.852111,SP,Móveis,1948.83,2,4
ORD-00169,2025-09-16 00:54:37.852111,SP,Cama Mesa Banho,1405.51,5,5
ORD-00170,2026-04-07 00:54:37.852111,AM,Esportes,1008.91,13,4
ORD-00171,2025-08-30 00:54:37.852111,PR,Beleza e Saúde,1564.98,13,1
ORD-00172,2025-12-25 00:54:37.852111,PR,Eletrônicos,1488.08,17,3
ORD-00173,2026-02-04 00:54:37.852111,PE,Eletrônicos,1788.88,13,3
ORD-00174,2025-12-31 00:54:37.852111,BA,Beleza e Saúde,449.1,20,2
ORD-00175,2025-11-03 00:54:37.852111,PE,Móveis,1724.81,14,2
ORD-00176,2026-04-14 00:54:37.852111,SC,Cama Mesa Banho,637.0,13,2
ORD-00177,2026-04-19 00:54:37.852111,SC,Cama Mesa Banho,1884.95,6,5
ORD-00178,2025-12-23 00:54:37.852111,RJ,Informática,598.08,5,4
ORD-00179,2025-11-27 00:54:37.852111,SC,Móveis,1857.35,7,4
ORD-00180,2025-08-19 00:54:37.852111,PR,Cama Mesa Banho,1929.39,9,4
ORD-00181,2026-01-27 00:54:37.852111,MG,Informática,333.71,2,5
ORD-00182,2026-03-29 00:54:37.852111,SC,Beleza e Saúde,1950.27,12,4
ORD-00183,2025-09-29 00:54:37.852111,PE,Móveis,217.16,13,3
ORD-00184,2026-03-01 00:54:37.852111,CE,Móveis,476.21,20,3
ORD-00185,2025-12-31 00:54:37.852111,SP,Cama Mesa Banho,916.13,4,5
ORD-00186,2025-10-10 00:54:37.852111,MG,Cama Mesa Banho,1987.51,4,5
ORD-00187,2025-12-22 00:54:37.852111,MG,Esportes,1002.7,5,4
ORD-00188,2026-02-22 00:54:37.852111,PE,Beleza e Saúde,1123.3,14,4
ORD-00189,2026-03-14 00:54:37.852111,SP,Beleza e Saúde,1404.13,5,5
ORD-00190,2025-10-02 00:54:37.852111,PR,Eletrônicos,1938.17,14,4
ORD-00191,2026-03-06 00:54:37.852111,MG,Informática,1577.54,3,5
ORD-00192,2026-05-09 00:54:37.852111,RJ,Informática,487.1,7,3
ORD-00193,2025-12-23 00:54:37.852111,PE,Esportes,640.83,25,1
ORD-00194,2026-02-14 00:54:37.852111,MG,Eletrônicos,240.38,3,4
ORD-00195,2026-04-22 00:54:37.852111,BA,Beleza e Saúde,1306.68,10,5
ORD-00196,2025-09-29 00:54:37.852111,SP,Informática,402.44,5,3
ORD-00197,2026-06-22 00:54:37.852111,SC,Beleza e Saúde,551.94,8,4
ORD-00198,2025-11-18 00:54:37.852111,MG,Beleza e Saúde,1781.82,8,4
ORD-00199,2025-10-22 00:54:37.852111,PE,Eletrônicos,687.17,18,4
ORD-00200,2026-04-22 00:54:37.852111,SC,Informática,1154.96,7,4
ORD-00201,2026-05-04 00:54:37.852111,RJ,Cama Mesa Banho,825.25,2,3
ORD-00202,2026-04-22 00:54:37.852111,SC,Cama Mesa Banho,194.36,13,2
ORD-00203,2026-05-24 00:54:37.852111,BA,Eletrônicos,757.58,15,2
ORD-00204,2026-02-07 00:54:37.852111,PR,Informática,845.73,10,3
ORD-00205,2026-04-22 00:54:37.852111,MG,Esportes,1796.62,6,4
ORD-00206,2026-08-11 00:54:37.852111,RS,Móveis,682.68,8,3
ORD-00207,2026-04-05 00:54:37.852111,RS,Eletrônicos,789.52,9,5
ORD-00208,2026-01-05 00:54:37.852111,SC,Beleza e Saúde,1576.65,9,2
ORD-00209,2026-06-20 00:54:37.852111,AM,Eletrônicos,1529.97,21,3
ORD-00210,2025-09-04 00:54:37.852111,SP,Móveis,1606.66,6,5
ORD-00211,2026-01-01 00:54:37.852111,RS,Eletrônicos,1909.85,9,5
ORD-00212,2025-12-31 00:54:37.852111,AM,Informática,1601.34,18,2
ORD-00213,2026-04-09 00:54:37.852111,RS,Beleza e Saúde,844.84,8,4
ORD-00214,2026-04-05 00:54:37.852111,AM,Móveis,1651.94,10,2
ORD-00215,2026-06-21 00:54:37.852111,SP,Cama Mesa Banho,1041.92,5,5
ORD-00216,2026-02-22 00:54:37.852111,CE,Esportes,591.54,27,1
ORD-00217,2026-01-07 00:54:37.852111,RS,Eletrônicos,640.69,7,4
ORD-00218,2026-03-06 00:54:37.852111,BA,Eletrônicos,486.49,14,2
ORD-00219,2026-01-27 00:54:37.852111,MG,Móveis,332.74,3,2
ORD-00220,2025-12-09 00:54:37.852111,AM,Esportes,409.76,21,1
ORD-00221,2025-09-23 00:54:37.852111,MG,Eletrônicos,173.2,5,5
ORD-00222,2026-01-22 00:54:37.852111,PE,Cama Mesa Banho,1782.48,17,2
ORD-00223,2026-02-10 00:54:37.852111,PE,Móveis,1865.47,13,3
ORD-00224,2026-04-12 00:54:37.852111,SP,Informática,1194.2,5,5
ORD-00225,2025-12-01 00:54:37.852111,AM,Beleza e Saúde,1688.95,10,5
ORD-00226,2025-10-23 00:54:37.852111,RJ,Cama Mesa Banho,407.96,5,5
ORD-00227,2025-11-06 00:54:37.852111,PE,Esportes,1808.26,22,1
ORD-00228,2025-09-22 00:54:37.852111,SP,Esportes,1037.41,2,3
ORD-00229,2026-05-07 00:54:37.852111,PE,Cama Mesa Banho,180.97,10,5
ORD-00230,2026-01-27 00:54:37.852111,PE,Informática,325.56,25,4
ORD-00231,2025-12-16 00:54:37.852111,RJ,Eletrônicos,652.5,3,5
ORD-00232,2026-03-22 00:54:37.852111,RS,Informática,134.94,13,2
ORD-00233,2026-05-08 00:54:37.852111,SC,Eletrônicos,653.12,9,5
ORD-00234,2026-01-24 00:54:37.852111,CE,Eletrônicos,166.86,17,2
ORD-00235,2026-04-11 00:54:37.852111,PE,Esportes,510.25,20,2
ORD-00236,2026-02-07 00:54:37.852111,PE,Eletrônicos,568.06,13,4
ORD-00237,2025-09-21 00:54:37.852111,BA,Cama Mesa Banho,1989.02,18,3
ORD-00238,2025-08-29 00:54:37.852111,CE,Eletrônicos,509.32,16,2
ORD-00239,2025-11-27 00:54:37.852111,RJ,Cama Mesa Banho,516.41,2,4
ORD-00240,2026-03-18 00:54:37.852111,MG,Beleza e Saúde,1389.24,5,5
ORD-00241,2025-12-04 00:54:37.852111,AM,Esportes,1725.75,16,3
ORD-00242,2025-09-01 00:54:37.852111,PE,Informática,804.76,17,3
ORD-00243,2026-03-19 00:54:37.852111,SC,Móveis,1757.46,6,5
ORD-00244,2026-03-18 00:54:37.852111,AM,Informática,713.28,25,1
ORD-00245,2025-08-26 00:54:37.852111,CE,Informática,434.18,22,2
ORD-00246,2026-01-26 00:54:37.852111,AM,Móveis,692.8,22,1
ORD-00247,2025-10-09 00:54:37.852111,RS,Esportes,1238.24,9,3
ORD-00248,2026-04-07 00:54:37.852111,PE,Eletrônicos,765.93,9,4
ORD-00249,2026-07-05 00:54:37.852111,AM,Beleza e Saúde,1362.14,27,1
ORD-00250,2025-09-09 00:54:37.852111,MG,Informática,512.02,4,4
ORD-00251,2025-08-18 00:54:37.852111,MG,Eletrônicos,1416.94,3,4
ORD-00252,2026-04-06 00:54:37.852111,PE,Informática,727.5,20,3
ORD-00253,2025-11-19 00:54:37.852111,PR,Esportes,938.94,13,4
ORD-00254,2026-03-15 00:54:37.852111,MG,Esportes,1137.6,4,5
ORD-00255,2025-10-19 00:54:37.852111,AM,Cama Mesa Banho,1388.14,24,1
ORD-00256,2026-05-06 00:54:37.852111,SP,Esportes,515.49,7,4
ORD-00257,2025-11-23 00:54:37.852111,MG,Esportes,1680.09,2,4
ORD-00258,2025-12-04 00:54:37.852111,CE,Informática,1457.59,14,3
ORD-00259,2026-03-22 00:54:37.852111,PR,Beleza e Saúde,506.49,12,3
ORD-00260,2025-09-01 00:54:37.852111,AM,Informática,1951.2,4,4
ORD-00261,2026-04-23 00:54:37.852111,RJ,Eletrônicos,1346.35,4,5
ORD-00262,2026-06-14 00:54:37.852111,BA,Esportes,932.23,10,2
ORD-00263,2026-08-11 00:54:37.852111,RJ,Cama Mesa Banho,357.18,4,5
ORD-00264,2025-10-13 00:54:37.852111,RS,Beleza e Saúde,1089.78,9,4
ORD-00265,2025-12-02 00:54:37.852111,BA,Cama Mesa Banho,371.31,16,3
ORD-00266,2026-03-26 00:54:37.852111,RS,Móveis,887.51,8,5
ORD-00267,2026-07-07 00:54:37.852111,BA,Cama Mesa Banho,846.99,12,2
ORD-00268,2026-03-06 00:54:37.852111,BA,Cama Mesa Banho,1453.88,29,1
ORD-00269,2026-08-04 00:54:37.852111,SP,Eletrônicos,425.15,8,4
ORD-00270,2025-12-23 00:54:37.852111,SC,Esportes,1652.65,6,5
ORD-00271,2026-05-06 00:54:37.852111,CE,Eletrônicos,685.96,25,1
ORD-00272,2026-03-19 00:54:37.852111,RJ,Esportes,915.78,4,5
ORD-00273,2025-10-13 00:54:37.852111,MG,Eletrônicos,1556.06,5,4
ORD-00274,2026-01-17 00:54:37.852111,AM,Esportes,1269.52,17,3
ORD-00275,2026-04-04 00:54:37.852111,PR,Esportes,650.65,8,5
ORD-00276,2026-03-14 00:54:37.852111,CE,Esportes,803.1,22,3
ORD-00277,2026-06-20 00:54:37.852111,RS,Cama Mesa Banho,646.28,10,3
ORD-00278,2026-04-15 00:54:37.852111,SP,Móveis,1209.8,4,5
ORD-00279,2026-03-05 00:54:37.852111,RS,Esportes,698.62,6,5
ORD-00280,2026-04-19 00:54:37.852111,SC,Móveis,1465.11,7,5
ORD-00281,2026-05-30 00:54:37.852111,PR,Móveis,1180.58,5,5
ORD-00282,2026-04-22 00:54:37.852111,SP,Informática,334.13,5,5
ORD-00283,2026-05-01 00:54:37.852111,RS,Informática,655.02,6,4
ORD-00284,2025-09-07 00:54:37.852111,SC,Beleza e Saúde,481.82,9,4
ORD-00285,2025-12-02 00:54:37.852111,AM,Eletrônicos,811.11,24,1
ORD-00286,2025-12-29 00:54:37.852111,AM,Informática,1056.17,23,1
ORD-00287,2026-04-23 00:54:37.852111,RS,Esportes,1038.19,9,3
ORD-00288,2026-05-06 00:54:37.852111,CE,Móveis,1521.32,17,2
ORD-00289,2026-03-13 00:54:37.852111,PR,Eletrônicos,418.89,15,1
ORD-00290,2025-08-29 00:54:37.852111,PE,Beleza e Saúde,1895.62,20,3
ORD-00291,2025-09-09 00:54:37.852111,CE,Informática,718.55,16,1
ORD-00292,2026-01-31 00:54:37.852111,AM,Cama Mesa Banho,635.49,10,5
ORD-00293,2025-10-07 00:54:37.852111,PR,Eletrônicos,1386.1,11,5
ORD-00294,2026-03-03 00:54:37.852111,SC,Beleza e Saúde,1620.76,12,3
ORD-00295,2026-01-17 00:54:37.852111,SP,Esportes,788.02,3,5
ORD-00296,2026-02-25 00:54:37.852111,BA,Eletrônicos,1506.35,19,3
ORD-00297,2026-03-05 00:54:37.852111,RS,Móveis,1773.29,8,3
ORD-00298,2026-06-06 00:54:37.852111,RJ,Esportes,1545.27,4,5
ORD-00299,2025-10-28 00:54:37.852111,PR,Esportes,116.68,2,5
ORD-00300,2025-11-09 00:54:37.852111,MG,Eletrônicos,1663.37,4,4
ORD-00301,2025-10-13 00:54:37.852111,SC,Cama Mesa Banho,1560.24,12,3
ORD-00302,2026-03-31 00:54:37.852111,PE,Cama Mesa Banho,1355.12,14,2
ORD-00303,2026-01-30 00:54:37.852111,BA,Eletrônicos,1532.04,18,2
ORD-00304,2026-04-07 00:54:37.852111,MG,Eletrônicos,1959.88,3,5
ORD-00305,2026-07-11 00:54:37.852111,PE,Eletrônicos,890.67,19,2
ORD-00306,2026-02-18 00:54:37.852111,RJ,Móveis,181.09,4,4
ORD-00307,2026-07-22 00:54:37.852111,AM,Informática,948.74,13,4
ORD-00308,2025-12-18 00:54:37.852111,CE,Esportes,140.55,24,1
ORD-00309,2026-03-08 00:54:37.852111,RS,Eletrônicos,623.79,12,4
ORD-00310,2026-07-06 00:54:37.852111,SP,Informática,1194.42,3,5
ORD-00311,2025-12-26 00:54:37.852111,PE,Móveis,653.76,20,2
ORD-00312,2025-08-13 00:54:37.852111,BA,Esportes,1386.52,20,2
ORD-00313,2026-06-23 00:54:37.852111,PR,Informática,1652.87,11,3
ORD-00314,2025-11-22 00:54:37.852111,AM,Esportes,869.86,9,5
ORD-00315,2025-11-03 00:54:37.852111,PR,Cama Mesa Banho,1805.27,13,3
ORD-00316,2026-07-17 00:54:37.852111,BA,Eletrônicos,205.69,15,4
ORD-00317,2025-12-30 00:54:37.852111,PR,Cama Mesa Banho,1688.22,8,4
ORD-00318,2025-11-09 00:54:37.852111,PE,Beleza e Saúde,1665.72,31,1
ORD-00319,2025-10-31 00:54:37.852111,SC,Móveis,677.89,10,4
ORD-00320,2026-05-08 00:54:37.852111,PR,Eletrônicos,632.49,8,4
ORD-00321,2025-11-02 00:54:37.852111,CE,Informática,644.94,6,5
ORD-00322,2025-09-30 00:54:37.852111,RJ,Esportes,1632.22,7,1
ORD-00323,2025-10-13 00:54:37.852111,SP,Beleza e Saúde,1671.72,2,5
ORD-00324,2026-03-19 00:54:37.852111,PE,Móveis,692.96,12,3
ORD-00325,2026-08-09 00:54:37.852111,MG,Móveis,1205.55,4,3
ORD-00326,2026-07-09 00:54:37.852111,BA,Móveis,320.92,25,1
ORD-00327,2026-02-02 00:54:37.852111,AM,Informática,964.12,21,1
ORD-00328,2026-06-25 00:54:37.852111,PE,Eletrônicos,1997.65,17,3
ORD-00329,2026-07-27 00:54:37.852111,SC,Cama Mesa Banho,359.74,10,2
ORD-00330,2026-02-22 00:54:37.852111,AM,Beleza e Saúde,1897.75,14,3
ORD-00331,2026-01-05 00:54:37.852111,CE,Informática,1657.3,18,4
ORD-00332,2026-03-08 00:54:37.852111,BA,Esportes,1945.82,18,3
ORD-00333,2026-06-28 00:54:37.852111,AM,Informática,400.18,22,3
